,timetweet,isitweet,id,name,label,cleantweet
717,2021-03-23 3:36:00,"b'RT @KPU_ID: 1. #TemanPemilih, ini lho manfaat vaksin dan kondisi yang harus diketahui sebelum kita divaksin. Semoga kita semua selalu sehat\xe2\x80\xa6'",1.374203246777049e+18,MerantiKpu,netral,temanpemilih lho manfaat vaksin kondisi vaksin moga sehat
718,2021-03-23 3:35:56,"b'@gxgacc awalnya ga pengen makan, setelah di vaksin malah pengen ngunyah mulu'",1.3742032303059845e+18,hildong,netral,ken makan vaksin ken ngunyah mulu
719,2021-03-23 3:35:54,b'Kepri Kebagian 5 Ribu Vial Vaksin\xc2\xa0AstraZeneca https://t.co/ndSspDzz2A',1.3742032218796892e+18,BatamPos,netral,kepri bagi ribu vial vaksin
720,2021-03-23 3:35:32,"b'Dalam kes kematian vaksin, bila dibandingkan, kadar yang meninggal dalam kumpulan divaksin adalah sama sahaja dengan kumpulan yang tidak divaksin.\n\nIni bermaksud, vaksin bukanlah penyebab kepada kematian itu berlaku.'",1.3742031318027796e+18,Fahmibinhassan,negatif,kes mati vaksin banding kadar tinggal kumpul vaksin sahaja kumpul tidak vaksin nini vaksin sebab mati laku
721,2021-03-23 3:35:31,b'Ayo vaksin lindungi diri dan keluarga dari Covid-19\n\n@divisihumaspolri \n#kapoldasulsel \n#poldasulsel \n#opsyustisipoldasulsel https://t.co/jeAnG1iY3t',1.3742031255700193e+18,Sekujungtanah1,positif,ayo vaksin lindung keluarga covid kapoldasulsel poldasulsel opsyustisipoldasulsel
722,2021-03-23 3:35:30,"b'\xe2\x80\x9cMi, aku ada sakit jantung. Aku baca berita banyak orang mati sakit jantung lepas ambil vaksin. Selamat ke untuk aku?\xe2\x80\x9d\n\nKawan saya ajukan soalan ini tadi. Saya cuba hilangkan kerisauan beliau. \n\nAsasnya adalah statistik'",1.3742031205116355e+18,Fahmibinhassan,negatif,sakit jantung baca berita orang mati sakit jantung lepas ambil vaksin selamat nkawan aju soal cuba hilang risau beliau nasasnya statistik
723,2021-03-23 3:35:18,"b'Sejujurnya gue ga takut di vaksin, takut jarum suntik doang....'",1.3742030738206433e+18,pujaays,negatif,jujur gue takut vaksin takut jarum suntik doang
724,2021-03-23 3:35:16,b'RT @OgahGila: MUI sebaiknya buat vaksin(entah vaksin apa) terserah.\n\nMembuat itu lebih bermanfaat daripada cuma meneliti &amp; kasih fatwa hara\xe2\x80\xa6',1.3742030620808643e+18,dMiraCle0,positif,mui vaksin vaksin serah nmembuat manfaat teliti amp kasih fatwa hara
725,2021-03-23 3:35:00,b'LIPI: Vaksin Covid Penting untuk Jaga Tubuh Tidak Sakit\n\nhttps://t.co/SEN6UdPuf0 https://t.co/Se774ktlEz',1.3742029956473815e+18,jagajokowidodo,positif,lipi vaksin covid jaga tubuh tidak sakit
726,2021-03-23 3:34:57,"b'@dewe ""Aku sehat! aku sudah divaksin! vaksin YES! Corona NO!""'",1.3742029852747448e+18,ShaniBudi,positif,sehat vaksin vaksin yes corona
727,2021-03-23 3:34:50,"b'@DanteAruma_ Selain ketersedian, Aku khawatir juga dgn isu kadaluarsa vaksin..'",1.3742029546395727e+18,ardyutomo,negatif,dian khawatir dgn isu kadaluarsa vaksin
728,2021-03-23 3:34:45,b'@MasMenteri Mahasiswa segera vaksin ya..?',1.3742029350941243e+18,Hespribook,netral,mahasiswa vaksin
729,2021-03-23 3:34:29,"b'Vaksin tetep sesuai jadwal tp yg sebelumnya aja belum tuntas, gmn'",1.3742028676203438e+18,gungsed,netral,vaksin tetep sesuai jadwal aja tuntas gmn
730,2021-03-23 3:34:23,b'@tony_dohy0n Lagi vaksin ya ka??? Sehat terus kamippp\xe2\x9d\xa4',1.374202839610716e+18,dodoremifa,netral,vaksin sehat kamippp
731,2021-03-23 3:34:22,"b'@otakdebuan Abis vaksin, muka lo langsung glowing. Entar lo keluar dari tempat langsung berubah jadi Nicholas Saputra.'",1.3742028385957683e+18,startalies,netral,abis vaksin muka langsung glowing entar langsung ubah nicholas saputra
732,2021-03-23 3:34:15,b'@zul_hazard17 @TheyCallMeMija Effect vaksin aku king 3 kali straight zul',1.3742028071636582e+18,popodegaard,netral,effect vaksin king kali straight zul
733,2021-03-23 3:34:09,"b'Yo ah kita vaksin, biar ada bahan instastory'",1.3742027806220575e+18,izaleeee,netral,vaksin biar bahan instastory
734,2021-03-23 3:34:03,"b'Vaksin Astrazeneca hukumnya halal dan thayyibann, ini sudah disampaikan oleh MUI Jawa timur (21/3/21).\n\n#indonesiamaju\n#jokowi https://t.co/LCr7vwMOSh'",1.3742027576498135e+18,mimi_chimmy,positif,vaksin astrazeneca hukum halal thayyibann mui jawa timur indonesiamaju jokowi
735,2021-03-23 3:34:00,b'LIPI: Vaksin Covid Penting untuk Jaga Tubuh Tidak Sakit\n\nhttps://t.co/e8b7T1GXwt https://t.co/MqVpdOeg5f',1.3742027438968177e+18,siscalfianty,positif,lipi vaksin covid jaga tubuh tidak sakit
736,2021-03-23 3:33:57,"b'@ustadtengkuzul Maaf pak ustad sudh di vaksin belum,klo sy belum hehhhh?'",1.374202733012603e+18,WingsBimantara,netral,maaf ustad sudh vaksin klo hehhhh
737,2021-03-23 3:33:52,b'Vaksin kedua... Alis kagak santai \xf0\x9f\xa4\xaa\n\n#AtitTauuukk\n#CoronaVaccine https://t.co/UZbSr1HZvi',1.37420271173897e+18,cerita_hikari,netral,vaksin alis kagak santai atittauuukk coronavaccine
738,2021-03-23 3:33:18,b'PT Bio Farma(Persero) telah mengirimkan 70 ribu vaksin AstraZeneca ke 6 provinsi di indonesia sebagai upaya mempercepat program vaksinasi.',1.3742025677485875e+18,T_IndonesiaPost,netral,bio farma persero kirim ribu vaksin astrazeneca provinsi upaya cepat program vaksinasi
739,2021-03-23 3:33:01,"b'Beda dengan MUI Pusat, Ketua MUI Jawa Timur Sebut Vaksin AstraZeneca Halal\nhttps://t.co/IOiKjwI9qR'",1.3742024960217539e+18,geloraco,positif,beda mui pusat ketua mui jawa timur vaksin astrazeneca halal
740,2021-03-23 3:32:51,"b'@ardyutomo Aku cukup terganggu dengan berita ini, apalagi batch selanjutnya kan akan pake astrazeneca. Kalo perhitungannya ga cermat, serem juga kalo stock coronavac kemarin gak cover total penerima 1st dose. Masa 1st dan 2nd vaksinasi beda vaksin \xf0\x9f\x99\x83'",1.3742024568050442e+18,DanteAruma_,negatif,ganggu berita batch pake astrazeneca kalo hitung cermat rem kalo stock coronavac kemarin gak cover total terima dose vaksinasi beda vaksin
741,2021-03-23 3:32:34,b'@popodegaard @TheyCallMeMija Haihhh ni effect vaksin ke po',1.3742023857073723e+18,zul_hazard17,netral,haihhh effect vaksin
742,2021-03-23 3:32:29,"b'Melalui Fatwa MUI, Wamenag Minta Masyarakat Tak Ragu Gunakan Vaksin AstraZeneca\nhttps://t.co/RjKRbKFhph'",1.374202361367781e+18,pikiran_rakyat,positif,fatwa mui wamenag masyarakat ragu vaksin astrazeneca
743,2021-03-23 3:32:11,b'@didiwhoaa Bukan dah vaksin ke',1.3742022880304535e+18,ANDYSAHLAM,netral,dah vaksin
744,2021-03-23 3:31:59,"b'@iqbaliqbul26 @n_dinnn @jawafess Mendingan rasah vaksin toh nek tetep iseh prokes...kan tujuan awal e ben lebih cepet dalam menciptakan herd immunity, nek iseh podow ae, percuma... emang bener vaksin bukan obat, tp untuk mencegah, krn semua penyakit kui ga enek obat e, sek mengobati yo diri sendiri'",1.3742022353709711e+18,j_frogz,positif,mending rasah vaksin nek tetep iseh prokes tuju ben cepet cipta herd immunity nek iseh podow emang bener vaksin obat cegah krn sakit kui enek obat sek obat
745,2021-03-23 3:31:55,"b'RT @sdenta: Sebaiknya anak divaksinasi semua vaksin sesuai rekomendasi IDAI, gak semua ditanggung pemerintah memang. Komplit vaksin kalo ba\xe2\x80\xa6'",1.3742022197681152e+18,rendisaputra_,netral,anak vaksinasi vaksin sesuai rekomendasi ida gak tanggung perintah komplit vaksin kalo
746,2021-03-23 3:31:50,b'cegah covid-19 dengan vaksinasi\n#vaksin #sinovachalal #vaks\xc3\xacncovid19 #vaksingratisutkrakyat #covid19indonesia #Covid19 #lfl #likeforlikes #Jokowi #Indonesia #IndonesiaMaju https://t.co/TqP3H1VhoR',1.3742022009147556e+18,windywardani111,netral,cegah covid vaksinasi vaksin sinovachalal vaks vaksingratisutkrakyat covid covid lfl likeforlikes jokowi indonesiamaju
747,2021-03-23 3:31:32,b'vaksin covid-19 adalah salah satu harapan untuk pulihkan ekonomi Indonesia\n#vaksin #sinovachalal #vaks\xc3\xacncovid19 #vaksingratisutkrakyat #covid19indonesia #Covid19 #lfl #likeforlikes #Jokowi #Indonesia #IndonesiaMaju https://t.co/Vcf3D0DoEt',1.3742021246077583e+18,windywardani111,netral,vaksin covid salah harap pulih ekonomi vaksin sinovachalal vaks vaksingratisutkrakyat covid covid lfl likeforlikes jokowi indonesiamaju
748,2021-03-23 3:31:31,"b'RT @OmAdityaWisnu: @DiantyYasmin3 Karena enggk ada duitnya.\nCoba kalo urusan vaksin, wuih terdepan! Malah minta jabatan komisaris segala'",1.3742021179388475e+18,DiantyYasmin3,negatif,enggk duit ncoba kalo urus vaksin wuih depan jabat komisaris
749,2021-03-23 3:31:21,b'Alhamdulillah selesai menerima suntikan vaksin Covid-19 dos kedua di Klinik Kesihatan Manir.\n\n#UstazMohdNorHamzah #N18 #BukitPayungSejahtera #TerengganuMajuBerkatSejahtera https://t.co/zn9Ay8fEQQ',1.3742020769604198e+18,UstazMohdNor,positif,alhamdulillah selesai terima sunti vaksin covid dos klinik kesihatan manir ustazmohdnorhamzah bukitpayungsejahtera terengganumajuberkatsejahtera
750,2021-03-23 3:31:20,b'@idtodayco @msaid_didu Vaksin yang tak ada guna.. kalau masih bisa terjangkit buat apa di vaksin ...',1.3742020744313283e+18,AnggardaBoedi,negatif,vaksin jangkit vaksin
751,2021-03-23 3:31:09,b'RT @museum_merapi: Maaf hari ini kami tidak membuka layanan karena seluruh karyawan MGM sedang melakukan vaksin covid-19 tahap ke-2. Stay h\xe2\x80\xa6',1.3742020291495813e+18,DewatiRahmayani,netral,maaf tidak buka layan karyawan mgm vaksin covid tahap stay
752,2021-03-23 3:31:00,b'5 persiapan ini bisa sobat CITO lakukan sebelum menerima vaksin covid-19 :\n\n1. Jangan Stress\n2. Tidur Cukup\n3. Pastikan Kondisi Tubuh Fit\n4. Konsumsi Makanan Bergizi\n5. Lakukan Konsultasi dengan Dokter\n\nPastikan setelah menerima vaksin sobat CITO tetap menjaga protokol kesehatan. https://t.co/vgHvgbbohU',1.3742019888381256e+18,labcito,positif,siap sobat cito laku terima vaksin covid stress tidur pasti kondisi tubuh fit konsumsi makan gizi laku konsultasi dokter npastikan terima vaksin sobat cito jaga protokol sehat
753,2021-03-23 3:30:57,"b'nganter ayang beb ke rs, askesnya cover mulai dari kacamata, panuan, mules2, mutihin gigik, skin ker, vaksin, anything...\xf0\x9f\xa4\xafSayang tindakan pacar ga kecover \xf0\x9f\xa4\xaa https://t.co/bIVdoVY3qY'",1.3742019764984422e+18,gendjik,positif,nganter ayang beb askesnya cover kacamata panuan mules mutihin gigik skin ker vaksin anything tindak pacar kecover
754,2021-03-23 3:30:55,b'Indonesia sehat dengan vaksinasi covid-19\n#vaksin #sinovachalal #vaks\xc3\xacncovid19 #vaksingratisutkrakyat #covid19indonesia #Covid19 #lfl #likeforlikes #Jokowi #Indonesia #IndonesiaMaju https://t.co/rjZSJZjfg3',1.3742019700224407e+18,windywardani111,positif,sehat vaksinasi covid vaksin sinovachalal vaks vaksingratisutkrakyat covid covid lfl likeforlikes jokowi indonesiamaju
755,2021-03-23 3:30:45,"b'@tigriws Wah, vaksin? Semoga bermanfaat sepenuhnya ya Hirai.'",1.3742019277061898e+18,fiorecord,positif,vaksin moga manfaat sepenuh hirai
756,2021-03-23 3:30:42,b'sederet manfaat vaksin covid-19\n#vaksin #sinovachalal #vaks\xc3\xacncovid19 #vaksingratisutkrakyat #covid19indonesia #Covid19 #lfl #likeforlikes #Jokowi #Indonesia #IndonesiaMaju https://t.co/ogsharjTcd',1.3742019150980792e+18,windywardani111,netral,deret manfaat vaksin covid vaksin sinovachalal vaks vaksingratisutkrakyat covid covid lfl likeforlikes jokowi indonesiamaju
757,2021-03-23 3:30:25,b'@_poethicc Apa Rasa nya di vaksin ? Wkwkw',1.374201841265746e+18,benedickdeo,netral,nya vaksin wkwkw
758,2021-03-23 3:30:22,b'@emadhan @ustadtengkuzul @kopi_angek Gw mah gk di vaksin juga gk pp yg penting allah cukup bgi gw penyelamat wabah . .ktimbng yg haram jd halal!! hukum allah tdk bisa di ubah .',1.3742018295929856e+18,zyanmalik088,negatif,mah vaksin allah bgi selamat wabah ktimbng haram halal hukum allah tdk ubah
759,2021-03-23 3:30:03,"b""@isthisdanar maaf jbjb\xf0\x9f\x98\x8a aku salah satu korban WA group keluarga yg menyarankan untuk lgsg dtg vaksin ke GBK, minggu ini fix akan datang pembuktian untuk ibuku yg non lansia\xf0\x9f\xa5\xb2 (karena pembahasan di group blm juga brhnti) (so ok i'll do it) pdhl sudah fix non lansia blm bisa registrasi ya kak?""",1.3742017490539192e+18,ennasan,negatif,maaf jbjb salah korban group keluarga saran lgsg dtg vaksin gbk minggu fix bukti ibu non lansia bahas group blm brhnti pdhl fix non lansia blm registrasi kak
760,2021-03-23 3:29:59,b'RT @PemdaKotaCrb: Salam Sehat Wargi Kocir \xf0\x9f\x99\x8c\xf0\x9f\x99\x8f\n.\nUpdate Vaksinasi Covid-19 di Kota Cirebon \n. \nPelaksanaan Vaksinasi berdasarkan arahan Pemer\xe2\x80\xa6',1.3742017331659448e+18,zamethzulfik,netral,salam sehat wargi kocir nupdate vaksinasi covid kota cirebon npelaksanaan vaksinasi dasar arah per
761,2021-03-23 3:29:54,b'@feforfelicity Keburu passport kadaluarsa. Hahaha\n\nKamu udah di vaksin?',1.3742017138763653e+18,NuAddicted,netral,keburu passport kadaluarsa hahaha nkamu udah vaksin
762,2021-03-23 3:29:43,"b'RT @liputan6dotcom: Wamenag: MUI Pusat Tidak Sebut Vaksin AstraZeneca Halal, Tapi Boleh Digunakan https://t.co/Tpm631JnRx'",1.3742016676508713e+18,donosrom,positif,wamenag mui pusat tidak vaksin astrazeneca halal
763,2021-03-23 3:29:32,"b'RT @KompasTV: Sempat Menuai Kontroversi, Indonesia Mulai Menggunakan Vaksin AstraZeneca https://t.co/p5qGSv1hOd https://t.co/DuONDtS2t5'",1.3742016209976727e+18,jasonhioe,netral,tuai kontroversi vaksin astrazeneca
764,2021-03-23 3:28:35,b'Pemerintah terus mengebut pelaksanaan vaksinasi #COVID19  di berbagai daerah dengan menambah dosis dari berbagai jenis vaksin seperti Sinovac dan juga AstraZeneca. https://t.co/M7uV2uzfB4',1.3742013796868096e+18,RILISonline,netral,perintah kebut laksana vaksinasi covid daerah tambah dosis jenis vaksin sinovac astrazeneca
765,2021-03-23 3:28:15,"b'Bakal Vaksin Anak-anak, Ahli Singapura Uji Efektivitas Vaksin\xc2\xa0Covid-19 https://t.co/bEj2v6PCPv https://t.co/SmXUsI92OB'",1.3742012975204923e+18,kabarpol,netral,vaksin anak anak ahli singapura uji efektivitas vaksin
766,2021-03-23 3:28:13,"b'Bakal Vaksin Anak-anak, Ahli Singapura Uji Efektivitas Vaksin\xc2\xa0Covid-19 https://t.co/OMpYVFnTah https://t.co/fhHfX6TLF5'",1.3742012904530289e+18,kabarpolitik,netral,vaksin anak anak ahli singapura uji efektivitas vaksin
767,2021-03-23 3:28:06,"b'Beredar Kabar Riset Vaksin Nusantara Terawan Disetop, Ini Tanggapan Kemenkes #Nasional https://t.co/zkxD4vBVdg https://t.co/Z47SeeqfGp'",1.3742012617304064e+18,wow_keren,netral,edar kabar riset vaksin nusantara awan setop tanggap kemenkes nasional
768,2021-03-23 3:28:05,"b'Sempat Menuai Kontroversi, Indonesia Mulai Menggunakan Vaksin AstraZeneca https://t.co/p5qGSv1hOd https://t.co/DuONDtS2t5'",1.3742012556569764e+18,KompasTV,netral,tuai kontroversi vaksin astrazeneca
769,2021-03-23 3:28:04,"b'Wamenag: MUI Pusat Tidak Sebut Vaksin AstraZeneca Halal, Tapi Boleh Digunakan https://t.co/Tpm631JnRx'",1.3742012523435213e+18,liputan6dotcom,positif,wamenag mui pusat tidak vaksin astrazeneca halal
770,2021-03-23 3:27:40,"b'RT @3CareIndonesia: Gaes, pandemi belum akan berakhir dalam waktu dekat. Tetap jaga kesehatan diri sendiri &amp; orang terdekat, ya.\nOia, sudah\xe2\x80\xa6'",1.3742011525316567e+18,kentancgorenk,netral,gaes pandemi jaga sehat amp orang dekat noia
771,2021-03-23 3:27:30,b'RT @TeddyGusnaidi: LSM MUI harus mampu membuktikan secara ilmiah (bedah vaksinnya) pernyataan mereka bahwa vaksin AstraZeneca\xc2\xa0mengandung en\xe2\x80\xa6',1.3742011084873155e+18,GaryMandry4,netral,lsm mui bukti ilmiah bedah vaksin nyata vaksin astrazeneca
772,2021-03-23 3:27:25,"b'Guru2 udh divaksin? Alhamdulillah.  Lalu? Mau sekolah offline kah stlh ini? Dg kondisi guru masih mungkin menularkan virus ke murid, dan murid jg mungkin ada yg punya bawaan asma? Dan  blom ada vaksin covid utk anak2.'",1.3742010890928207e+18,FeniRose_,positif,guru udh vaksin alhamdulillah sekolah offline kah stlh kondisi guru tular virus murid murid bawa asma blom vaksin covid utk anak
773,2021-03-23 3:27:23,"b'@DiantyYasmin3 Karena enggk ada duitnya.\nCoba kalo urusan vaksin, wuih terdepan! Malah minta jabatan komisaris segala'",1.3742010802596168e+18,OmAdityaWisnu,negatif,enggk duit ncoba kalo urus vaksin wuih depan jabat komisaris
774,2021-03-23 3:26:32,b'ada orang tu dia vaksin harini\xf0\x9f\xa4\xad',1.3742008672770785e+18,nrnblhtuah,netral,orang vaksin harini
775,2021-03-23 3:26:15,"b'@zoegyBrix Jerman dan Eropa vaksin nya berhasil, tapi malah bertambah? Karena itu hanya sarana aja bukan penentu \xe2\x9c\x8c\xef\xb8\x8f\xf0\x9f\x98\x81'",1.3742007960703547e+18,musashi_masabi,netral,jerman eropa vaksin nya hasil tambah sarana aja tentu
776,2021-03-23 3:26:01,b'Wakil Gubernur DKI Jakarta Ahmad Riza Patria angkat bicara terkait polemik vaksin AstraZeneca. Simak selengkapnya. #VaksinAstraZeneca https://t.co/q7qZXRrgQj',1.3742007353871196e+18,Genpi_Co,netral,wakil gubernur dki jakarta ahmad riza patria angkat bicara kait polemik vaksin astrazeneca simak lengkap vaksinastrazeneca
777,2021-03-23 3:26:00,b'Wakil Wali Kota Blitar Ikuti Vaksinasi : Jangan Takut Vaksin ! https://t.co/VGGdytT1jW lewat @YouTube',1.3742007308783206e+18,PemkotaBlitar,netral,wakil wali kota blitar ikut vaksinasi takut vaksin
778,2021-03-23 3:25:22,b'#HasilRisetTerbaru \n#Covid19 #VaksinCorona\n\nKemanjuran vaksin virus corona umumnya digambarkan menggunakan beberapa indikator\n\nhttps://t.co/7cbRKeEjdG',1.3742005705006817e+18,serambinews,netral,hasilrisetterbaru covid vaksincorona nkemanjuran vaksin virus corona gambar indikator
779,2021-03-23 3:25:11,b'Personil polsek pacet laksanakan vaksin tahap 2 https://t.co/qbPEsHioQm',1.3742005251350405e+18,Humaspacet1,netral,personil polsek pacet laksana vaksin tahap
780,2021-03-23 3:24:41,b'Ayo vaksin lindungi diri dan keluarga dari Covid-19\n\n@divisihumaspolri \n#kapoldasulsel \n#poldasulsel \n#opsyustisipoldasulsel https://t.co/Yd1LUMBDYi',1.374200399490478e+18,polseklimbong1,positif,ayo vaksin lindung keluarga covid kapoldasulsel poldasulsel opsyustisipoldasulsel
781,2021-03-23 3:24:30,"b""Rilis CDC yang menarik (note: vaksin yang dipake Pfizer, Moderna, J&amp;J, dan Janssen) \n\nBye-bye new normal, it's literally back to normal \xf0\x9f\xa4\xa3 \nNB: ini bukan guideline buat yg vaksinnya sinovac/astrazeneca. https://t.co/2Xx1bBA0MH""",1.374200355387449e+18,DanteAruma_,netral,rilis cdc tarik note vaksin dipake pfizer moderna amp janssen nbye bye new normal literally back normal nnb guideline vaksin sinovac astrazeneca
782,2021-03-23 3:24:23,"b'Saya sudah vaksin kedua \xe2\x9c\x85\nIbu vaksin pertama \xe2\x9c\x85\nBapak vaksin pertama \xe2\x9c\x85\n\nSemoga kita selalu selalu diberi kesehatan \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f @ Denpasar, Bali, Indonesia https://t.co/aPAX32Fvdi'",1.3742003254653706e+18,kwara,netral,vaksin nibu vaksin nbapak vaksin nsemoga sehat denpasar bal
783,2021-03-23 3:24:10,b'@10969Sume @TimpalBali Anda sudah vaksin?',1.3742002701549527e+18,sipenikmatwaktu,netral,vaksin
784,2021-03-23 3:24:06,"b'B:\nBetis kiri gue semaleman rasanya pegel2 gitu ya, krn abis vaksin kali ya, kan disuntik di lengan kiri juga?\n\nP: \nkan kemaren lu cerita pulang nyetir kesorean, udah macet jadi banyak main kopling ...\n\nB: https://t.co/QCA6cg6QXz'",1.374200253558059e+18,kartowidjojo,netral,nbetis kiri gue maleman gel gitu krn abis vaksin kali suntik lengan kiri nkan kemaren cerita pulang nyetir sore udah macet main kopling
785,2021-03-23 3:24:04,b'@Puterispt Udah langsung terbang aja abis vaksin??',1.3742002440957007e+18,freakasterix,netral,udah langsung terbang aja abis vaksin
786,2021-03-23 3:24:03,"b'Wagub DKI: Soal Halal-Haram Vaksin AstraZeneca, Jakarta Ikuti Kebijakan Pusat\n\nhttps://t.co/3u3xslObPe'",1.374200242988454e+18,KurioID,netral,wagub dki halal haram vaksin astrazeneca jakarta ikut bijak pusat
787,2021-03-23 3:23:40,b'RT @WardaniaDFC: Mengantre vaksin bersama salah satu bagian favorit saya di Matsnawi Kitab 1 cc @Ruminstitute https://t.co/BvFEVjdtUH',1.374200144963326e+18,capekhalu,netral,antre vaksin salah favorit matsnawi kitab
788,2021-03-23 3:23:25,b'Semakin hari semakin pening rasa baca komen2 anti vaksin kat fb \xf0\x9f\x98\x82. Terasa keinginan nak jadi keyboard warrior membuak2 but I ain\xe2\x80\x99t got no time \xf0\x9f\x98\xa4\xf0\x9f\x98\xa4',1.374200081096712e+18,echaichaa,netral,pening baca komen anti vaksin kat nak keyboard warrior buak but ain got time
789,2021-03-23 3:23:20,b'Begini Kata AstraZaneca Mengenai Produk Vaksin Buatannya https://t.co/ID26eyi3E5',1.3742000618742784e+18,amirfiqi,netral,astrazaneca produk vaksin buat
790,2021-03-23 3:23:18,"b'RT @nurzira_: Vaksin tak percaya, benda bodoh macam ni percaya pula?\n\nMeleis really at the point of no redemption..'",1.3742000512752353e+18,AhmadKushairi,negatif,vaksin percaya benda bodoh percaya nmeleis really the point redemption
791,2021-03-23 3:23:07,"b'Terima Duta Besar Rusia, Bamsoet Dorong Kerjasama Pengembangan Vaksin Covid-19\n\n#mprri #mprrumahkebangsaan #4pilarmprri\nhttps://t.co/hoEMxVCxZD'",1.374200004718383e+18,mprgoid,netral,terima duta rusia bamsoet dorong kerjasama kembang vaksin covid mprri mprrumahkebangsaan pilarmprri
792,2021-03-23 3:23:02,b'Ayo vaksin lindungi diri dan keluarga dari Covid-19\n\n@divisihumaspolri \n#kapoldasulsel \n#poldasulsel \n#opsyustisipoldasulsel https://t.co/dVjZdLsQXh',1.3741999871190876e+18,Polsekpjk86,positif,ayo vaksin lindung keluarga covid kapoldasulsel poldasulsel opsyustisipoldasulsel
793,2021-03-23 3:22:51,"b'RT @G4rang4n01: Dalam kesempatan tersebut, Kepala Negara juga menyampaikan bahwa berdasarkan apa yang disampaikan para kiai dari MUI Jawa T\xe2\x80\xa6'",1.374199940679823e+18,MasBepe1,netral,sempat kepala negara dasar kiai mui jawa
794,2021-03-23 3:22:40,b'RT @G4rang4n01: Kepala Negara kemudian beranjak untuk berbincang sejenak dengan sejumlah peserta yang tengah menjalani observasi setelah me\xe2\x80\xa6',1.374199894127247e+18,MasBepe1,netral,kepala negara anjak bincang serta jalan observasi
795,2021-03-23 3:22:36,b'Seneng banget bapak w udah vaksin.',1.3741998755715727e+18,aruniputri,positif,neng banget udah vaksin
796,2021-03-23 3:22:32,b'Ayo vaksin lindungi diri dan keluarga dari Covid-19\n\n@divisihumaspolri \n#kapoldasulsel \n#poldasulsel \n#opsyustisipoldasulsel https://t.co/TnoZ9SxRbw',1.3741998611096576e+18,PolsekWalenran1,positif,ayo vaksin lindung keluarga covid kapoldasulsel poldasulsel opsyustisipoldasulsel
797,2021-03-23 3:22:30,b'RT @G4rang4n01: Presiden @jokowi dalam kunjungan kerjanya hari ini turut meninjau vaksinasi massal dengan vaksin AstraZeneca tersebut. Menu\xe2\x80\xa6',1.3741998512111247e+18,MasBepe1,netral,presiden kunjung kerja tinjau vaksinasi massal vaksin astrazeneca menu
798,2021-03-23 3:22:29,b'RT @islamidotco: Vaksin AstraZeneca dihukumi berbeda oleh fatwa MUI Pusat dan LBM PWNU Jatim. Mengapa bisa terjadi perbedaan seperti itu?\xe2\x80\xa6',1.3741998464379863e+18,Paramecwara,netral,vaksin astrazeneca hukum beda fatwa mui pusat lbm pwnu jatim beda
799,2021-03-23 3:22:24,b'RT @G4rang4n01: Presiden Jokowi Tinjau Vaksinasi Massal dengan Vaksin AstraZeneca di Jombang\n\nSebanyak kurang lebih 230 orang di Jawa Timur\xe2\x80\xa6',1.3741998251098972e+18,MasBepe1,netral,presiden jokowi tinjau vaksinasi massal vaksin astrazeneca jombang nsebanyak orang jawa timur
800,2021-03-23 3:22:23,b'Thailand mula fasa pertama ujian klinikal manusia menggunakan vaksin buatan tempatan https://t.co/c66NsHpILS',1.3741998228198605e+18,zlk69,netral,thailand fasa uji klinikal manusia vaksin buat tempat
801,2021-03-23 3:22:15,"b'Jelang MotoGP Qatar 2021 Johann Zarco Tolak Vaksin Covid-19, Kenapa? \n\nhttps://t.co/r16mA6dtke'",1.374199786945925e+18,motorplusweekly,netral,jelang motogp qatar johann zarco tolak vaksin covid
802,2021-03-23 3:22:14,b'udah ah bhayy vaksin dadakan \xf0\x9f\x98\x82',1.3741997824497172e+18,hannifafa,netral,udah bhayy vaksin dada
803,2021-03-23 3:22:13,b'Ayo vaksin lindungi diri dan keluarga dari Covid-19\n\n@divisihumaspolri \n#kapoldasulsel \n#poldasulsel \n#opsyustisipoldasulsel https://t.co/TpaN01APll',1.3741997791025807e+18,FaridB89699376,positif,ayo vaksin lindung keluarga covid kapoldasulsel poldasulsel opsyustisipoldasulsel
804,2021-03-23 3:22:12,"b'RT @Sam_Ardi: Saat pertama dapat undangan vaksin tahap pertama di Surabaya, nyempatin diri ke Rungkut bentar. Pas masuk rumah yg udah ditin\xe2\x80\xa6'",1.3741997756507423e+18,Mpok_Hanum,netral,undang vaksin tahap surabaya nyempatin rungkut bentar pas masuk rumah udah tin
805,2021-03-23 3:22:03,b'Ini 3 Hasil Sidang Komisi Fatwa MUI Provinsi Jawa Timur Tanggal 21 Maret 2021 :\n\n(https://t.co/FNZSPLifSj)\n\nJokowi Lawan Pandemi https://t.co/pUYapyRwnh',1.3741997381116475e+18,NadinHang,netral,hasil sidang komisi fatwa mui provinsi jawa timur tanggal maret lawan pandemi
806,2021-03-23 3:22:02,"b'Lepas ni, pendamik boleh jadi perniagaan la. Create virus dgn vaksin, release virus, lps tu jual vaksin.'",1.3741997353266747e+18,khairilazizee,netral,lepas damik niaga create virus dgn vaksin release virus lps jual vaksin
807,2021-03-23 3:21:59,b'@HaraldEhrlich Engga.. tp mun habis vaksin jadi efeknya ngantuk terus mungkin haha//',1.3741997197574185e+18,bIakevt,netral,engga mun habis vaksin efek ngantuk haha
